discount_id,product_id,discount_percentage,start_date,end_date,day_of_week,campaign_name
3854,72,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3855,2084,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3856,2084,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3857,529,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3858,529,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3859,1279,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3860,1279,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3861,3237,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3862,3237,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3863,469,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3864,469,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3865,1433,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3866,1433,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3867,1405,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3868,1405,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3869,828,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3870,828,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3871,2547,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3872,2547,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3873,698,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3874,698,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3875,2878,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3876,2878,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3877,3739,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3878,3739,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3879,637,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3880,637,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3881,2534,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3882,2534,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3883,3384,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3884,3384,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3885,1213,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3886,1213,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3887,253,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3888,253,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3889,3260,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3890,3260,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3891,732,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3892,732,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3893,731,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3894,731,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3895,737,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3896,737,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3897,2624,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3898,2624,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3899,1361,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3900,1361,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3901,1565,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3902,1565,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3903,439,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3904,439,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3905,1805,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3906,1805,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3907,211,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3908,211,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3909,3631,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3910,3631,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3911,1228,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3912,1228,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3913,671,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3914,671,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3915,68,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3916,68,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3917,580,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3918,580,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3919,256,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3920,256,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3921,1055,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3922,1055,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3923,929,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3924,929,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3925,1402,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3926,1402,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3927,2935,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3928,2935,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3929,3252,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3930,3252,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3931,208,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3932,208,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3933,198,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3934,198,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3935,2097,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3936,2097,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3937,1292,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3938,1292,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3939,2075,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3940,2075,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3941,3370,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3942,3370,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3943,403,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3944,403,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3945,2893,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3946,2893,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3947,1416,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3948,1416,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3949,114,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3950,114,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3951,3017,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3952,3017,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3953,3244,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3954,3244,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3955,2847,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3956,2847,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3957,1592,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3958,1592,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3959,2910,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3960,2910,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3961,45,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3962,45,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3963,1202,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3964,1202,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3965,1079,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3966,1079,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3967,1505,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3968,1505,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3969,3322,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3970,3322,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3971,950,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3972,950,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3973,1678,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3974,1678,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3975,3125,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3976,3125,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3977,2141,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3978,2141,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3979,3428,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3980,3428,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3981,1601,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3982,1601,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3983,3867,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3984,3867,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3985,2957,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3986,2957,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3987,925,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3988,925,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3989,3696,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3990,3696,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3991,3564,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3992,3564,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3993,2694,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3994,2694,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3995,3193,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3996,3193,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3997,1188,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
3998,1188,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
3999,1349,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4000,1349,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4001,3140,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4002,3140,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4003,1650,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4004,1650,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4005,1685,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4006,1685,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4007,219,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4008,219,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4009,257,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4010,257,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4011,3246,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4012,3246,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4013,3171,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4014,3171,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4015,3148,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4016,3148,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4017,3553,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4018,3553,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4019,1159,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4020,1159,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4021,1070,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4022,1070,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4023,1516,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4024,1516,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4025,1267,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4026,1267,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4027,199,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4028,199,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4029,1528,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4030,1528,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4031,1615,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4032,1615,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4033,468,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4034,468,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4035,3299,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4036,3299,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4037,3855,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4038,3855,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4039,952,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4040,952,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4041,3075,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4042,3075,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4043,948,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4044,948,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4045,3381,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4046,3381,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4047,1864,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4048,1864,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4049,563,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4050,563,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4051,1869,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4052,1869,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4053,562,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4054,562,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4055,3972,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4056,3972,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4057,1983,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4058,1983,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4059,2696,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4060,2696,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4061,1923,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4062,1923,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4063,3997,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4064,3997,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4065,443,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4066,443,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4067,610,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4068,610,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4069,2497,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4070,2497,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4071,520,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4072,520,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4073,1546,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4074,1546,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4075,1702,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4076,1702,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4077,1297,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4078,1297,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4079,3349,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4080,3349,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4081,2299,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4082,2299,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4083,2295,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4084,2295,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4085,2297,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4086,2297,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4087,2301,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4088,2301,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4089,3550,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4090,3550,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4091,2112,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4092,2112,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4093,1394,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4094,1394,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4095,3464,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4096,3464,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4097,3132,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4098,3132,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4099,2379,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4100,2379,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4101,1396,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4102,1396,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4103,2619,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4104,2619,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4105,1180,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4106,1180,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4107,2432,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4108,2432,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4109,2429,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4110,2429,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4111,3502,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4112,3502,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4113,2007,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4114,2007,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4115,1010,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4116,1010,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4117,2146,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4118,2146,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4119,2148,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4120,2148,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4121,2769,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4122,2769,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4123,2116,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4124,2116,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4125,3317,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4126,3317,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4127,1513,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4128,1513,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4129,1984,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4130,1984,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4131,1868,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4132,1868,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4133,1347,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4134,1347,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4135,3173,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4136,3173,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4137,908,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4138,908,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4139,3327,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4140,3327,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4141,909,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4142,909,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4143,2103,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4144,2103,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4145,2647,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4146,2647,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4147,2965,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4148,2965,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4149,2909,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4150,2909,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4151,3406,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4152,3406,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4153,394,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4154,394,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4155,220,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4156,220,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4157,1190,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4158,1190,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4159,1111,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4160,1111,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4161,1109,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4162,1109,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4163,1809,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4164,1809,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4165,1807,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4166,1807,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4167,1107,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4168,1107,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4169,497,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4170,497,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4171,224,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4172,224,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4173,645,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4174,645,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4175,3638,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4176,3638,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4177,642,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4178,642,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4179,3775,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4180,3775,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4181,589,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
4182,589,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
4183,2458,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
